,SKU,base_price,disc_price,brand,category,note,platform
9,500.000,Rp498.000,,xl,Pulsa,,tokopedia
3,1.000.000,Rp995.000,,xl,Pulsa,,tokopedia
4,5.000,Rp5.850,,axis,Pulsa,,tokopedia
7,10.000,Rp10.825,,axis,Pulsa,,tokopedia
8,15.000,Rp15.000,,axis,Pulsa,,tokopedia
7,25.000,Rp24.875,,axis,Pulsa,,tokopedia
8,30.000,Rp29.850,,axis,Pulsa,,tokopedia
9,50.000,Rp49.700,,axis,Pulsa,,tokopedia
4,100.000,Rp99.350,,axis,Pulsa,,tokopedia
5,150.000,Rp148.900,,axis,Pulsa,,tokopedia
6,200.000,Rp199.000,,axis,Pulsa,,tokopedia
7,300.000,Rp298.750,,axis,Pulsa,,tokopedia
8,500.000,Rp498.000,,axis,Pulsa,,tokopedia
5,1.000.000,Rp995.000,,axis,Pulsa,,tokopedia
0,1.000,Rp1.350,,3,Pulsa,,tokopedia
1,2.000,Rp2.325,,3,Pulsa,,tokopedia
2,3.000,Rp3.300,,3,Pulsa,,tokopedia
3,5.000,Rp5.550,,3,Pulsa,,tokopedia
4,8.000,Rp8.500,,3,Pulsa,,tokopedia
5,10.000,Rp10.450,,3,Pulsa,,tokopedia
5,15.000,Rp14.950,,3,Pulsa,,tokopedia
6,20.000,Rp19.750,,3,Pulsa,,tokopedia
7,25.000,Rp24.700,,3,Pulsa,,tokopedia
8,30.000,Rp29.850,,3,Pulsa,,tokopedia
4,40.000,Rp39.950,,3,Pulsa,,tokopedia
7,50.000,Rp49.400,,3,Pulsa,,tokopedia
8,60.000,Rp59.950,,3,Pulsa,,tokopedia
5,70.000,Rp69.450,,3,Pulsa,,tokopedia
6,75.000,Rp74.500,,3,Pulsa,,tokopedia
7,80.000,Rp79.900,,3,Pulsa,,tokopedia
8,90.000,Rp89.950,,3,Pulsa,,tokopedia
7,100.000,Rp98.800,,3,Pulsa,,tokopedia
8,125.000,Rp124.000,,3,Pulsa,,tokopedia
9,150.000,Rp147.520,,3,Pulsa,,tokopedia
7,200.000,Rp197.000,,3,Pulsa,,tokopedia
8,250.000,Rp246.000,,3,Pulsa,,tokopedia
9,300.000,Rp297.200,,3,Pulsa,,tokopedia
4,500.000,Rp495.000,,3,Pulsa,,tokopedia
0,Kuota 4GB,Rp10.925,Rp10.800,smartfren,Paket Data,,tokopedia
2,Kuota 6GB,Rp21.600,Rp21.300,smartfren,Paket Data,,tokopedia
4,Kuota 9GB,Rp16.390,Rp16.250,smartfren,Paket Data,,tokopedia
6,Kuota 18GB,Rp24.800,Rp24.600,smartfren,Paket Data,,tokopedia
8,Kuota 30GB,Rp64.500,Rp63.500,smartfren,Paket Data,,tokopedia
9,Unlimited Nonstop 6GB + 2GB,Rp38.200,Rp37.400,smartfren,Paket Data,,tokopedia
11,Unlimited Nonstop 12GB,Rp53.750,Rp52.900,smartfren,Paket Data,,tokopedia
13,Unlimited Nonstop 30GB,Rp75.250,Rp73.900,smartfren,Paket Data,,tokopedia
7,Unlimited Harian 1GB 7 Hari,Rp27.300,Rp27.100,smartfren,Paket Data,,tokopedia
9,Unlimited Harian 700MB 28 Hari,Rp70.800,Rp69.600,smartfren,Paket Data,,tokopedia
11,Unlimited Harian 2GB 28 Hari,Rp87.400,Rp86.400,smartfren,Paket Data,,tokopedia
0,Paket Bicara Sesama Telkomsel 7 Hari,Rp39.800,Rp39.700,telkomsel,Paket Data,,tokopedia
2,Bicara 4700mnt-10200mnt(Zona)-30Hr,Rp133.900,Rp129.900,telkomsel,Paket Data,,tokopedia
4,Data 1GB,Rp21.000,Rp15.150,telkomsel,Paket Data,,tokopedia
6,Data 2GB,Rp44.800,Rp32.000,telkomsel,Paket Data,,tokopedia
8,Data 3GB,Rp50.500,Rp48.000,telkomsel,Paket Data,,tokopedia
8,Flash 1GB,Rp22.300,Rp15.150,telkomsel,Paket Data,,tokopedia
10,Flash 2GB,Rp45.000,Rp29.900,telkomsel,Paket Data,,tokopedia
12,Flash 3GB,Rp45.950,Rp43.900,telkomsel,Paket Data,,tokopedia
14,Flash 4GB,Rp60.950,Rp57.500,telkomsel,Paket Data,,tokopedia
0,Data 3GB,Rp50.500,Rp48.000,telkomsel,Paket Data,,tokopedia
10,Flash 5GB,Rp75.950,Rp69.900,telkomsel,Paket Data,,tokopedia
12,Data Hingga 12GB (Zona),Rp111.000,Rp109.000,telkomsel,Paket Data,,tokopedia
14,Internet Bulanan OMG 55rb,Rp55.000,Rp54.500,telkomsel,Paket Data,,tokopedia
0,Flash 5GB,Rp75.950,Rp69.900,telkomsel,Paket Data,,tokopedia
8,Internet Bulanan OMG 210rb,Rp209.000,Rp207.000,telkomsel,Paket Data,,tokopedia
0,Freedom Internet 2.5GB/5Hari,Rp13.830,Rp12.800,im3,Paket Data,,tokopedia
2,Freedom Internet 5GB/5 Hari,Rp18.750,Rp17.650,im3,Paket Data,,tokopedia
4,Freedom Internet 7GB/7 Hari,Rp23.670,Rp22.600,im3,Paket Data,,tokopedia
6,Freedom Internet 15GB/3hr,Rp29.580,Rp28.900,im3,Paket Data,,tokopedia
8,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,Rp21.700,Rp19.000,im3,Paket Data,,tokopedia
6,Freedom Internet 16GB / 30 Hari + Bonus Kuota Zona Hingga 14GB,Rp70.000,Rp66.000,im3,Paket Data,,tokopedia
8,Freedom Internet 25GB / 30 Hari + Bonus Kuota Zona Hingga 20GB,Rp92.950,Rp85.950,im3,Paket Data,,tokopedia
10,Freedom Internet 42GB / 30 Hari + Bonus Kuota Zona Hingga 28GB,Rp117.250,Rp105.250,im3,Paket Data,,tokopedia
12,Freedom Internet 50GB / 30 Hari,Rp132.000,Rp122.000,im3,Paket Data,,tokopedia
0,Freedom Internet 16GB / 30 Hari + Bonus Kuota Zona Hingga 14GB,Rp70.000,Rp66.000,im3,Paket Data,,tokopedia
8,Freedom Combo 6GB / 30 Hari,Rp35.500,Rp33.800,im3,Paket Data,,tokopedia
10,Freedom U 5.5GB / 30 Hari,Rp36.500,Rp33.900,im3,Paket Data,,tokopedia
12,Freedom U 45GB / 30 Hari,Rp122.000,Rp119.000,im3,Paket Data,,tokopedia
14,Data Kuota 1GB / 30 hari,Rp11.500,Rp9.250,im3,Paket Data,,tokopedia
8,Data Kuota 2GB / 30 hari,Rp22.500,Rp18.000,im3,Paket Data,,tokopedia
10,Data Kuota 3GB / 30 hari,Rp34.900,Rp27.000,im3,Paket Data,,tokopedia
0,XTRA ON 1GB,Rp13.150,Rp12.700,xl,Paket Data,,tokopedia
2,XTRA ON 2GB,Rp22.150,Rp21.400,xl,Paket Data,,tokopedia
4,"Xtra Hotrod Special S, 7hr",Rp14.300,Rp13.850,xl,Paket Data,,tokopedia
6,"Xtra Hotrod Special M, 7hr",Rp17.130,Rp16.590,xl,Paket Data,,tokopedia
8,"Xtra Hotrod Special L, 7hr",Rp22.820,Rp22.100,xl,Paket Data,,tokopedia
8,"Xtra Hotrod Special XL, 7hr",Rp28.550,Rp27.650,xl,Paket Data,,tokopedia
4,Xtra Combo Flex L 9GB + Kuota Area Hingga 16GB + Bonus Flex,Rp61.450,Rp59.500,xl,Paket Data,,tokopedia
6,Xtra Combo Flex M 4GB + Kuota Area Hingga 9GB + Bonus Flex,Rp40.590,Rp39.300,xl,Paket Data,,tokopedia
0,Xtra Combo Flex L 9GB + Kuota Area Hingga 16GB + Bonus Flex,Rp61.450,Rp59.500,xl,Paket Data,,tokopedia
5,Xtra Combo Flex S+ 3GB + Kuota Area Hingga 6GB + Bonus Flex,Rp30.550,Rp29.590,xl,Paket Data,,tokopedia
3,AIGO Bronet 24Jam 5GB 30hr,Rp35.150,Rp34.040,axis,Paket Data,,tokopedia
5,AIGO Bronet Mini 2GB 7hr,Rp22.050,Rp21.360,axis,Paket Data,,tokopedia
7,AIGO Bronet Mini 1GB 5hr,Rp11.050,Rp10.690,axis,Paket Data,,tokopedia
9,AIGO Bronet 24Jam 3GB 30hr,Rp28.450,Rp27.550,axis,Paket Data,,tokopedia
7,AIGO Bronet 24Jam 1GB 30hr,Rp16.640,Rp16.100,axis,Paket Data,,tokopedia
9,AIGO Bronet Mini 3GB 15hr,Rp26.840,Rp26.000,axis,Paket Data,,tokopedia
0,Happy 7GB 30 hari + Kuota Lokal 4GB,Rp30.450,Rp29.800,3,Paket Data,,tokopedia
2,Happy 30GB 30 hari + Kuota Lokal 10GB,Rp71.000,Rp69.800,3,Paket Data,,tokopedia
4,Happy 50GB 30 hari + Kuota Lokal 14GB,Rp106.000,Rp104.800,3,Paket Data,,tokopedia
6,Happy 100GB 30 hari + Kuota Lokal 20GB,Rp196.000,Rp195.000,3,Paket Data,,tokopedia
7,Kuota Tri 24 Jam 500MB / 30 hari,Rp4.000,Rp2.850,3,Paket Data,,tokopedia
5,Kuota Tri 24 Jam 750MB / 14 hari,Rp5.000,Rp4.750,3,Paket Data,,tokopedia
7,Kuota Tri 24 Jam 1.5GB / 14 hari,Rp9.950,Rp8.650,3,Paket Data,,tokopedia
9,Kuota Tri 24 Jam 2.5GB / 14 hari,Rp15.500,Rp14.350,3,Paket Data,,tokopedia
11,Kuota Tri 24 Jam 4GB / 14 hari,Rp24.700,Rp22.900,3,Paket Data,,tokopedia
6,Kuota Tri 24 Jam 1GB / 30 hari,Rp6.500,Rp5.750,3,Paket Data,,tokopedia
8,Kuota Tri 24 Jam 2GB / 30 hari,Rp12.500,Rp11.500,3,Paket Data,,tokopedia
10,Kuota Tri 24 Jam 5GB / 30 hari,Rp39.900,Rp28.700,3,Paket Data,,tokopedia
12,Kuota Tri 24 Jam 10GB / 30 hari,Rp58.000,Rp55.750,3,Paket Data,,tokopedia
0,Rp 20.000,Rp20.500,,PLN,PLN,,tokopedia
4,Rp 50.000,Rp50.500,,PLN,PLN,,tokopedia
8,Rp 100.000,Rp100.500,,PLN,PLN,,tokopedia
10,Rp 200.000,Rp200.500,,PLN,PLN,,tokopedia
12,Rp 500.000,Rp500.500,,PLN,PLN,,tokopedia
14,Rp 1.000.000,Rp1.000.500,,PLN,PLN,,tokopedia
2,10.000,Rp11.000,,GoPay,E-Wallet,,tokopedia
3,15.000,Rp16.000,,GoPay,E-Wallet,,tokopedia
4,20.000,Rp21.000,,GoPay,E-Wallet,,tokopedia
5,25.000,Rp26.000,,GoPay,E-Wallet,,tokopedia
6,30.000,Rp31.000,,GoPay,E-Wallet,,tokopedia
7,35.000,Rp36.000,,GoPay,E-Wallet,,tokopedia
8,40.000,Rp41.000,,GoPay,E-Wallet,,tokopedia
9,45.000,Rp46.000,,GoPay,E-Wallet,,tokopedia
10,50.000,Rp51.000,,GoPay,E-Wallet,,tokopedia
11,60.000,Rp61.000,,GoPay,E-Wallet,,tokopedia
12,70.000,Rp71.000,,GoPay,E-Wallet,,tokopedia
9,75.000,Rp76.000,,GoPay,E-Wallet,,tokopedia
10,80.000,Rp81.000,,GoPay,E-Wallet,,tokopedia
11,90.000,Rp91.000,,GoPay,E-Wallet,,tokopedia
12,100.000,Rp101.000,,GoPay,E-Wallet,,tokopedia
13,125.000,Rp126.000,,GoPay,E-Wallet,,tokopedia
14,150.000,Rp151.000,,GoPay,E-Wallet,,tokopedia
11,200.000,Rp201.000,,GoPay,E-Wallet,,tokopedia
12,250.000,Rp251.000,,GoPay,E-Wallet,,tokopedia
13,300.000,Rp301.000,,GoPay,E-Wallet,,tokopedia
2,10.000,Rp11.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
3,15.000,Rp16.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
4,20.000,Rp21.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
5,25.000,Rp26.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
6,30.000,Rp31.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
7,35.000,Rp36.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
8,40.000,Rp41.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,45.000,Rp46.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,50.000,Rp51.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,60.000,Rp61.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,70.000,Rp71.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,75.000,Rp76.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,80.000,Rp81.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,90.000,Rp91.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,100.000,Rp101.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
13,125.000,Rp126.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
14,150.000,Rp151.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,200.000,Rp201.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,250.000,Rp251.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
13,300.000,Rp301.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,55.000,Rp56.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,65.000,Rp66.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
14,85.000,Rp86.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,95.000,Rp96.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
2,10.000,Rp11.000,,LinkAja,E-Wallet,,tokopedia
3,15.000,Rp16.000,,LinkAja,E-Wallet,,tokopedia
4,20.000,Rp21.000,,LinkAja,E-Wallet,,tokopedia
5,25.000,Rp26.000,,LinkAja,E-Wallet,,tokopedia
6,30.000,Rp31.000,,LinkAja,E-Wallet,,tokopedia
7,35.000,Rp36.000,,LinkAja,E-Wallet,,tokopedia
8,40.000,Rp41.000,,LinkAja,E-Wallet,,tokopedia
9,45.000,Rp46.000,,LinkAja,E-Wallet,,tokopedia
10,50.000,Rp51.000,,LinkAja,E-Wallet,,tokopedia
11,60.000,Rp61.000,,LinkAja,E-Wallet,,tokopedia
12,70.000,Rp71.000,,LinkAja,E-Wallet,,tokopedia
9,75.000,Rp76.000,,LinkAja,E-Wallet,,tokopedia
10,80.000,Rp81.000,,LinkAja,E-Wallet,,tokopedia
11,90.000,Rp91.000,,LinkAja,E-Wallet,,tokopedia
12,100.000,Rp101.000,,LinkAja,E-Wallet,,tokopedia
13,125.000,Rp126.000,,LinkAja,E-Wallet,,tokopedia
14,150.000,Rp151.000,,LinkAja,E-Wallet,,tokopedia
11,200.000,Rp201.000,,LinkAja,E-Wallet,,tokopedia
12,250.000,Rp251.000,,LinkAja,E-Wallet,,tokopedia
13,300.000,Rp301.000,,LinkAja,E-Wallet,,tokopedia
11,55.000,Rp56.000,,LinkAja,E-Wallet,,tokopedia
10,65.000,Rp66.000,,LinkAja,E-Wallet,,tokopedia
14,85.000,Rp86.000,,LinkAja,E-Wallet,,tokopedia
12,95.000,Rp96.000,,LinkAja,E-Wallet,,tokopedia
2,10.000,Rp10.500,,LinkAja,E-Wallet,,tokopedia
3,15.000,Rp15.500,,LinkAja,E-Wallet,,tokopedia
4,20.000,Rp20.500,,LinkAja,E-Wallet,,tokopedia
5,25.000,Rp25.500,,LinkAja,E-Wallet,,tokopedia
6,30.000,Rp30.500,,LinkAja,E-Wallet,,tokopedia
7,40.000,Rp40.500,,LinkAja,E-Wallet,,tokopedia
8,50.000,Rp50.500,,LinkAja,E-Wallet,,tokopedia
9,60.000,Rp60.500,,LinkAja,E-Wallet,,tokopedia
10,70.000,Rp70.500,,LinkAja,E-Wallet,,tokopedia
11,75.000,Rp75.500,,LinkAja,E-Wallet,,tokopedia
12,100.000,Rp100.500,,LinkAja,E-Wallet,,tokopedia
8,150.000,Rp150.500,,LinkAja,E-Wallet,,tokopedia
9,200.000,Rp200.700,,LinkAja,E-Wallet,,tokopedia
10,250.000,Rp250.700,,LinkAja,E-Wallet,,tokopedia
11,300.000,Rp300.700,,LinkAja,E-Wallet,,tokopedia
12,400.000,Rp400.800,,LinkAja,E-Wallet,,tokopedia
13,500.000,Rp500.900,,LinkAja,E-Wallet,,tokopedia
11,600.000,Rp600.900,,LinkAja,E-Wallet,,tokopedia
12,700.000,Rp700.900,,LinkAja,E-Wallet,,tokopedia
13,800.000,Rp800.900,,LinkAja,E-Wallet,,tokopedia
14,900.000,Rp900.900,,LinkAja,E-Wallet,,tokopedia
2,10.000,Rp11.000,,OVO,E-Wallet,,tokopedia
3,15.000,Rp16.000,,OVO,E-Wallet,,tokopedia
4,20.000,Rp21.000,,OVO,E-Wallet,,tokopedia
5,25.000,Rp26.000,,OVO,E-Wallet,,tokopedia
6,30.000,Rp31.000,,OVO,E-Wallet,,tokopedia
7,35.000,Rp36.000,,OVO,E-Wallet,,tokopedia
8,40.000,Rp41.000,,OVO,E-Wallet,,tokopedia
9,45.000,Rp46.000,,OVO,E-Wallet,,tokopedia
10,50.000,Rp51.000,,OVO,E-Wallet,,tokopedia
11,60.000,Rp61.000,,OVO,E-Wallet,,tokopedia
12,70.000,Rp71.000,,OVO,E-Wallet,,tokopedia
9,75.000,Rp76.000,,OVO,E-Wallet,,tokopedia
10,80.000,Rp81.000,,OVO,E-Wallet,,tokopedia
11,90.000,Rp91.000,,OVO,E-Wallet,,tokopedia
12,100.000,Rp101.000,,OVO,E-Wallet,,tokopedia
13,125.000,Rp126.000,,OVO,E-Wallet,,tokopedia
14,150.000,Rp151.000,,OVO,E-Wallet,,tokopedia
11,200.000,Rp201.000,,OVO,E-Wallet,,tokopedia
12,250.000,Rp251.000,,OVO,E-Wallet,,tokopedia
13,300.000,Rp301.000,,OVO,E-Wallet,,tokopedia
11,55.000,Rp56.000,,OVO,E-Wallet,,tokopedia
10,65.000,Rp66.000,,OVO,E-Wallet,,tokopedia
14,85.000,Rp86.000,,OVO,E-Wallet,,tokopedia
12,95.000,Rp96.000,,OVO,E-Wallet,,tokopedia
2,10.000,Rp10.500,,OVO,E-Wallet,,tokopedia
3,15.000,Rp15.500,,OVO,E-Wallet,,tokopedia
4,20.000,Rp20.500,,OVO,E-Wallet,,tokopedia
5,25.000,Rp25.500,,OVO,E-Wallet,,tokopedia
6,30.000,Rp30.500,,OVO,E-Wallet,,tokopedia
7,40.000,Rp40.500,,OVO,E-Wallet,,tokopedia
8,50.000,Rp50.500,,OVO,E-Wallet,,tokopedia
9,60.000,Rp60.500,,OVO,E-Wallet,,tokopedia
10,70.000,Rp70.500,,OVO,E-Wallet,,tokopedia
11,75.000,Rp75.500,,OVO,E-Wallet,,tokopedia
12,100.000,Rp100.500,,OVO,E-Wallet,,tokopedia
8,150.000,Rp150.500,,OVO,E-Wallet,,tokopedia
9,200.000,Rp200.700,,OVO,E-Wallet,,tokopedia
10,250.000,Rp250.700,,OVO,E-Wallet,,tokopedia
11,300.000,Rp300.700,,OVO,E-Wallet,,tokopedia
12,400.000,Rp400.800,,OVO,E-Wallet,,tokopedia
13,500.000,Rp500.900,,OVO,E-Wallet,,tokopedia
11,600.000,Rp600.900,,OVO,E-Wallet,,tokopedia
12,700.000,Rp700.900,,OVO,E-Wallet,,tokopedia
13,800.000,Rp800.900,,OVO,E-Wallet,,tokopedia
14,900.000,Rp900.900,,OVO,E-Wallet,,tokopedia
2,10.000,Rp10.000,,OVO,E-Wallet,,tokopedia
3,15.000,Rp15.000,,OVO,E-Wallet,,tokopedia
4,20.000,Rp20.000,,OVO,E-Wallet,,tokopedia
5,25.000,Rp25.000,,OVO,E-Wallet,,tokopedia
6,40.000,Rp40.000,,OVO,E-Wallet,,tokopedia
7,50.000,Rp50.000,,OVO,E-Wallet,,tokopedia
8,60.000,Rp60.000,,OVO,E-Wallet,,tokopedia
9,75.000,Rp75.000,,OVO,E-Wallet,,tokopedia
10,80.000,Rp80.000,,OVO,E-Wallet,,tokopedia
11,100.000,Rp100.000,,OVO,E-Wallet,,tokopedia
12,125.000,Rp125.000,,OVO,E-Wallet,,tokopedia
10,150.000,Rp150.000,,OVO,E-Wallet,,tokopedia
11,200.000,Rp200.000,,OVO,E-Wallet,,tokopedia
12,250.000,Rp250.000,,OVO,E-Wallet,,tokopedia
13,300.000,Rp300.000,,OVO,E-Wallet,,tokopedia
14,400.000,Rp400.000,,OVO,E-Wallet,,tokopedia
12,500.000,Rp500.000,,OVO,E-Wallet,,tokopedia
13,750.000,Rp750.000,,OVO,E-Wallet,,tokopedia
14,1.000.000,Rp1.000.000,,OVO,E-Wallet,,tokopedia
